index,comments
5395,Xã hội tác động chưa rỏ chứ xã đoàn trọc đang đau cái đầu trọc
5396,"Việt Tân TẤT CẢ CÁC ĐẠO GIÁO VÀ VÔ THẦN VIỆT NAM CÙNG THẾ GIỚI Nghe Cho Rõ Đây :\nĐời này là Đời Mạt Pháp nên Ta, Ông Phật Di Lặc Messiah Maitreya (Google xem là ai?) Khùng Điên phải Hiện Thân để Phán Xét, Nghiêm Trị và Lật Đổ các Đạo Phái, Hội Giáo, Vô Thần...của Toàn Những Kẻ Buôn Thần Bán Thánh, Toàn Những Kẻ Ăn Không Ngồi Rồi, Lười Biếng, Chẳng Có Lao Động Sản Xuất gì Nhằm Tạo ra Của Cải Vật Chất cho Nền Kinh Tế và Xã Hội. Cả Một Lủ đang Mượn Danh Phật Trời Thánh Chúa...nhằm Hút Máu, Bóc Lột, Đàn Áp tất cả Chúng Dân trên Toàn Thế Giới bằng Chiêu Thức : Công Đức, Phụng Cúng, Cúng Dường Tam Bảo, Bố Thí, Phóng Sinh, Cúng Nhà, Cúng Đất, Cúng Tiền... Tổ Chức Phe Phái, Bè Cánh bắt Dân Lành đọc Thuộc Lòng những Câu Niệm, Câu Chú, Kinh Kệ, Kinh Chúa, Kinh Thánh Vô Nghĩa và Khó Hiểu ...rồi sẽ Tới Ngày Phán Xét và Đền Tội vào lúc 09 tối Ngày 09/ 09/\n2024 ( Ngày Hội Long Hoa, Ngày Phán Xét của Thời Mạt Pháp đang tới)...!!!!!!!!!\nĐúng ngày Trên Toàn Thể Chúng Sanh của Tất Cả Các Đạo hay Vô Thần đều sẽ Được Tận Mắt Thấy, Tai Nghe sự Thị Hiện Cùng Lúc của Phật Trời Tiên Thánh Chúa... Ma Quỷ lập Đàn Phán Xử là Thưởng Công và Phạt Tội TẤT CẢ CON NGƯỜI CÁC NGƯƠI cùng lúc...!!!\nĐọc Cho Kỹ Từng Lời Ta rồi Cố Gắng Vắt Óc Suy Nghĩ cho Thông Não để Biết Điều Đúng Sai và chờ 09 giờ tối ngày 09/09/\n2024 chứ Đừng Vội Phán Xét ta mà Ân Hận Không Kịp !!! Ta là 1 Ông Phật Thánh Chúa Di Lặc Messiah Maitreya(Google để rõ hơn) Khùng Điên nên Ta Không Hiền Đâu, lỡ Trèo Lên Đầu Ta Ngồi hay Nhảy Vào Miệng Ta thì Cửa Địa Ngục Rộng Cửa đón Các Người Ngu Si, U Mê, Dốt Nát...như Các Người liền !!!\nTa nhắc lại Bây Giờ là Thời Mạt Pháp : Chùa To, Nhà Thờ Bự, Tượng Lớn, Giáo Hoàng, Đại Đức, Sư Trưởng, Ni Trưởng, Linh Mục, Mục Sư, Thầy Thợ Tu Hành... là Những Chức Sắc do Các Người tự Phong Cho Nhau toàn là Tài Khoản Nghìn Tỷ, Ô Tô, Nhà Lầu, Ăn Sung, Mặc Gấm Vóc Lụa Là, Đất Đai Sổ Hồng Sổ Đỏ Bao La...toàn là Lũ Ăn Bám Nhà Nước và Nhân Dân trên Toàn Thế Giới buộc Ta phải Hiện Thân và Phán Xét Tất Cả Các Người...01 Mình Ta dám Thách Thức Tất Cả các Phật Thánh Chúa Thần Quỷ ...Hình Tượng To Lớn của Các Người đấu với Ta hay Thi Thố Tài Năng về Tất Cả Đạo Pháp trên Khắp Thế Giới với Ta!!!???Các Ngươi Dám Không ??? 01 Mình ta Chấp Hết !!!\nĐọc Kỷ tên Ta Đi : Hà Quốc Quy Hà Quốc Quỷ ( Sơn Hà Sông Biển Quốc Gia Xã Tắc phải Quy Phục hết Dưới Chân ta vào lúc 09 giờ tối Ngày 09/09/2024 để Nghe Ta Phán Xét và Xử Tội...!!!\nTa hỏi Ai Tạo ra Các Người? Ai Tạo ra Trái Đất cho Các Người Chơi? Ai đang Vận Hành cả Thế Giới và Vũ Trụ này???... Ta là Người sẽ Trả Lời Cụ Thể từng Câu Hỏi rất Dễ với Ta và Quá Khó đối với Các Người!!!???....\n.....\nTa là Phật Thánh Chúa Cứu Thế như Ta cũng là 1 Con Quỷ Điên Khủng Khiếp sắp Hiện Thân để Dẫn Hết lũ Buôn Thần Bán Thánh xuống Địa Ngục một Lượt để Ta Trừng Trị ...Hahahahahaha\nhahaha...!!!\nTa là Thằng Phật Tổ Điên Khùng Nhất được cấp sổ 4 Lần tại Nhà Thương Điên Chợ Quán...!!!\nÔng Phật Thánh Chúa Cứu Thế mà biết xài Facebook??? Trả lời luôn Cả Thế Giới 8 tỷ Con Người biết đến Cái Thứ Gì thì Ông Phật Thánh Chúa Ta biết Còn Gấp Nhiều Lần Hơn Vậy Luôn nha !!! Nói vậy cho Các Người Tự Hiểu !!!!!!!!!\nTHẰNG ĐIÊN KHÙNG NÀO MÀ KHÔN VÀ THÔNG THÁI BẰNG TA...XEM PROFILE FACEBOOK VÀ BẰNG CẤP QUỐC TẾ CÙNG TẤT CẢ NHỮNG NƠI TA ĐẾN, NHỮNG VIÊC TA LÀM ĐỂ BIẾT TA HƠN CẢ THẾ GIỚI CÒN LẠI NHƯ THẾ NÀO !!!!!!! HAHAHAHAHAHAHA.\n........Phật Thích Ca Cha Ruột của 3 Quy 3 Quỷ Phật Tương Lai Di Lặc Messiah ( Thánh Chúa Cứu Thế) của Ta đâu có Lập Giáo Hội, đâu có Cấp Bằng, đâu có Cấp Giấy Chứng Nhận, đâu có Cấp Giấy Quy Y cho A La Hán : ANAN, CA DẾP... hay Bất Kỳ Tỳ Kheo nào đâu...!!! Tự Do Tính Ngưỡng Phải Hiểu Như Thế Nào Đây!!!???\nA La Hán Thích Minh Tuệ mới Chính Xác 100% là Nhà Tu Hành Chân Chính tu Theo Đúng Chánh Pháp của Cha Yêu của Riêng Ta là Phật Thích Ca Tất Đạt Đa...!!! Chánh Pháp là Không Cần Phải Nói Nhiều những lời Đạo Pháp Điêu Ngoa Xảo Trá và Kinh Kệ , Bài Chú Tự Con Người Viết để Mị Dân và Ăn Không Ngồi Rồi Bắt Người Dân Phải Cúng Kiếng, Cúng Dường, Cúng Tiền ...Cúng Đất Đai, Tài Sản để mấy người tự xưng là Thầy, Sư, Đại Đức...ngồi không Hưởng Lạc, chẳng có lao động sản xuất gì để góp phần phát khiển nền Kinh Tế và tự Nuôi Sống Họ...!!!\nChánh Pháp của Phật Tổ Thích Ca Cha Của Ta chỉ vỏn vẹn Trong Các Điều Sau : Khuyên Mọi Người Sống Tốt Nhất Có Thể, Cùng Làm Cùng Hưởng, Tất Cả Mọi Người Trên Toàn Trái Đất Đều Yêu Thương Nhau Không Phân Biệt Giới Tính, Màu Da, Tiếng Nói...Không Tham Lam Quá Độ, Không Làm Chuyện Ác Tổn Hại Đến Người Khác hay Tổn Hại Sinh Linh Khác....Chứ Cha Phật Thích Ca của Ta Chẳng In Kinh Sách dạy Con Người Niệm Kinh, Đọc Chú những Câu Từ Vô Nghĩa hay In Bằng In Cấp cấp phát cho ai cả và cũng chẳng Lập Hội này Giáo kia...!!!\nA La Hán Thích Minh Tuệ là Bản Sao Nguyên Mẫu của Cha Ta Phật Thích Ca vì chỉ Khoác Một Y Áo Rách, Mỗi Ngày chỉ Xin 1 Bữa Ăn, Không Tranh Giành Của Cải, Tài Sản , Tiền Bạc, Đất Đai, Nhà Cửa...với Ai Cả, lấy 4 Biển là Nhà, Nghĩa Địa, Gốc Cây là Nơi Nghĩ...Ai có Hiểu cũng Được, không Hiểu cũng Được, ai có Mắng có Đánh cũng Hoan Hỉ Chấp Nhận...Ai Ngu Si Nhất cũng Có Thể Hiểu rằng Nếu Tất Cả Con Người trên Cõi Ta Bà Này học theo Người Như Vậy thì Xã Hội sẽ Tốt Đẹp Biết Mấy, con người sống Đơn Giản Tiết Kiệm, không còn Tranh Dành, Cướp Bóc, Lừa Gạt, Hút Máu...lẫn nhau mà Sống như Hiện Nay, con người lúc nào cũng Hoan Hỉ, Vị Tha, Rộng Lượng...Vì ăn và sống Đơn Giản nên chẳng làm Tổn Hại đến Môi Trường hay Sinh Linh, Giống Loài Khác...!!!\nPhật Di Lặc Tương Lai Messiah ( Google) chúc Cha Thích Ca của Riêng 3 Quy 3 Quỷ Con mừng Sinh Nhật Phật Đản Hạnh Phúc, An Lạc và Trường Tồn!!!!!!!!!\n"" Ta Xác Nhận Ta chỉ là 1 Thằng Khùng Thằng Điên được Bệnh Viện Tâm Thần Chợ Quán cấp Bằng và Phát Thuốc nhưng Ta cũng sớm Hiện Thân là Phật Thánh Chúa Cứu Thế trong Hình ảnh Phật Di Lặc Messiah (Google) trong thời Mạt Pháp này""........."
5397,Ở Việt Nam có rất nhiều người ko cần tiền . vì họ là ngơ ngáo ... ông này cũng vậy ko sư ko thầy đi ko biết có đường về . vì đao .. giáo hội Phật giáo họ ra quyết định là đúng .. . Đã Theo thằng ngơ này thì chống lại phật rồi .
5398,"Bds Quang Đàn .Bạn ạ,đã nói nên bớt sân si thì đời thêm hạnh phúc..."
5399,Từ khi biết đến ngài Minh Tuệ tôi đã xám hối được rất nhiều
5400,"Đặng Bút , một ý rất hay, mình ủng và khuyến khích sự từ tâm của bạn."
5401,"Đặng Bút quay đầu là bờ , bỏ tối theo sáng luôn là người thức thời, được chào đón . u mê ,lầm đường ,bị kẻ khác lợi dụng ,xỏ mũi thì chỉ có con đường tù tội ,bỏ mạng 😏"
5402,"Hoàng Chí Minh tâm thế nào thì nhìn đời như thế. Người chấp thì ko tu, người tu thì không chấp"
5403,"484. ĐỨC THẾ TÔN TỪ CHỐI NĂM YÊU CẦU CỦA DEVADATTA\n( Tóm tắt và triển khai ý từ CHƯƠNG SAṄGHĀDISESA - BỘ PĀRĀJIKA - TẠNG LUẬT VINAYA )\n\nLúc bấy giờ, Đức Thế Tôn ngự tại thành Rājagaha, Veḷuvana, nơi nuôi dưỡng các con sóc. Devadatta xúi giục một nhóm Tỳ kheo hãy cùng y đến bắt bớ Đức Thế Tôn nhằm gây chia rẽ Tăng Đoàn và phân chia quyền lãnh đạo. Các Tỳ Kheo ban đầu khựng lại và tán thán Đức Thế Tôn là Bậc đại uy đức, đại thần lực không thể nào có thể dễ dàng bất kính, xâm phạm được. Nhưng Devadatta cứ thuyết phục mãi và nói rằng chỉ đến xin Đức Thế Tôn thêm năm yêu cầu đơn giản cho việc tu tập mà thôi chứ không gì nghiêm trọng. Davadatta chứng thiền rất sâu dù không chứng được Thánh quả nào nên lời nói của y cực kỳ có sức mạnh đè lên tâm của nhóm Tỳ kheo thiếu kiên định kia. Và họ đến chỗ Đức Thế Tôn và trình bày.\n\nĐức Thế Tôn biết rõ mọi điều sắp xảy ra nhưng cứ thanh thản để mọi việc diễn ra. Devadatta và các Tỳ kheo vào lễ kính Đức Thế Tôn trong dáng vẻ hết sức tôn trọng cùng một nội tâm xấu xa, toan tính như dáng vẻ của đám nịnh thần trước mặt Đức vua anh minh vậy.\n\nDevadatta trình bày:\n- Kính bạch Đức Thế Tôn. Ngài thường ca ngợi đời sống từ bỏ, đời sống viễn ly, đời sống ít ham muốn và biết đủ, đời sống khắc khổ và chay tịnh… con xin đại diện chúng Tỳ kheo thỉnh xin thêm năm pháp nhằm giúp cho chúng Tỳ kheo thêm phần thanh tịnh, thiểu dục, cao quý trong mắt cộng đồng quần chúng ạ. Năm pháp ấy gồm:\n\n1. TỲ KHEO SỐNG TRONG RỪNG HOANG VU TRỌN ĐỜI. AI VÀO CƯ NGỤ TRONG LÀNG SẼ PHẠM TỘI.\n\n2. TỲ KHEO PHẢI TRỌN ĐỜI KHẤT THỰC MÀ SỐNG. AI HOAN HỶ NHẬN LỜI THỈNH MỜI ĐẾN TƯ GIA, CUNG ĐIỆN THỌ THỰC SẼ PHẠM TỘI.\n\n3. TỲ KHEO TRỌN ĐỜI CHỈ ĐƯỢC MẶC PHẤN TẢO Y ( Y MAY TỪ VẢI VỤN BỊ QUĂNG BỎ ). AI HOAN HỶ VỚI Y MỚI ĐƯỢC CƯ SĨ CÚNG DƯỜNG SẼ PHẠM TỘI.\n\n4. TỲ KHEO SỐNG TRỌN ĐỜI DƯỚI GỐC CÂY BẤT CHẤP MƯA NẮNG. AI TRÚ DƯỚI MÁI CHE SẼ PHẠM TỘI.\n\n5. TỲ KHEO TRỌN ĐỜI CHỈ ĂN CHAY TUYỆT ĐỐI. AI ĂN THỊT CÁ SẼ PHẠM TỘI.\n\nĐức Thế Tôn nghiêm nghị cất lời:\n- Ta không cho phép năm điều cực đoan này chỉ vì mong muốn nhận được sự trầm trồ, ủng hộ của quần chúng ( thời đó ai càng hành xác, kỳ quái thì người dân càng cho là cao siêu ). Năm điều này là phi pháp và gây bất lợi cho sự tu tập của đại chúng Tỳ kheo. Ta chỉ cho phép:\n\n1. VỊ TỲ KHEO NÀO MUỐN THỰC HIỆN HẠNH SỐNG Ở RỪNG ( ẨN LÂM, ĐỘC CƯ ) THÌ CHỈ NÊN SỐNG MỘT GIAI ĐOẠN. VỊ NÀO MUỐN VÀO KINH THÀNH, LÀNG MẠC, TỊNH XÁ CƯ NGỤ VÀ GIÁO HOÁ THÌ CỨ TUỲ DUYÊN.\n\n2. VỊ TỲ KHEO NÀO MUỐN CHỦ ĐỘNG KHẤT THỰC HAY THỌ THỰC VÌ ĐƯỢC CƯ SĨ THỈNH MỜI ĐỀU ĐƯỢC. MIỄN LÀ PHẢI GIÁO HOÁ VÀ SỐNG PHẠM HẠNH XỨNG ĐÁNG VỚI SỰ TÔN TRỌNG VÀ CÚNG DƯỜNG CỦA CƯ SĨ.\n\n3. VỊ TỲ KHEO NÀO MUỐN THỰC HIỆN HẠNH MẶC Y CHẤP VÁ ( PHẤN TẢO Y ) THÌ CỨ THỰC HIỆN. VỊ NÀO HOAN HỶ NHẬN Y MỚI TỪ CƯ SĨ VÌ QUÝ TẤM LÒNG CỦA HỌ VÀ MONG CHO HỌ CÓ PHƯỚC THÌ CỨ NHẬN. MIỄN TU SAO CHO CHÍNH MÌNH XỨNG ĐÁNG PHẨM MẠO SA MÔN CAO QUÝ.\n\n4. TA CHỈ CHO PHÉP VỊ TỲ KHEO TRÚ NGỤ DƯỚI GỐC CÂY SỐNG KHỔ HẠNH KHÔNG QUÁ 8 THÁNG. VÌ CHƯ TỲ KHEO CÒN NHIỀU PHẬN SỰ PHẢI LÀM, NHIỀU NƠI PHẢI ĐẾN, NHIỀU NGƯỜI CHỜ GIÁO HOÁ KHÔNG THỂ ÔM MÃI BÓNG CÂY.\n\n5. TA CHO PHÉP DÙNG THỊT TAM TỊNH NHỤC ( KHÔNG VÌ MÌNH CON VẬT CHẾT, MÌNH KHÔNG NGHE TIẾNG CON VẬT BỊ GIẾT, KHÔNG THẤY CẢNH SÁT HẠI ) VÌ ĐƯỜNG SÁ HOANG VU GIỮA CÁC XỨ, NGƯỜI DÂN KHÔNG THỂ BIẾT ĐƯỢC KHI NÀO GẶP CHƯ TĂNG ĐỂ HỌ CHUẨN BỊ SẲN ĐỒ CHAY. VÌ KHÔNG MUỐN LỠ DỊP THỌ NHẬN VẬT THỰC CỦA BẤT CỨ CƯ SĨ NÀO CHO HỌ CÓ PHƯỚC VÀ KẾT DUYÊN VỚI TAM BẢO NÊN CHÚNG TỲ KHEO SẼ TỪ BI THỌ NHẬN BÌNH ĐẲNG TẤT CẢ MUỖNG CƠM NHƯ NHAU DÙ CHAY HAY MẶN VỚI TỨ VÔ LƯỢNG TÂM.\n\n- Lúc ấy Devadatta vui mừng, khoái trá rồi cùng phe cánh đảnh lễ Đức Thế Tôn rồi vào trong thành Rajagaha mà rêu rao lại cuộc đàm đạo giữa y và Đức Thế Tôn. Chỉ rêu rao và không nói gì đến việc chia rẽ Tăng Đoàn hay phân chia quyền lãnh đạo. Cứ rêu rao hết đầu đường, cuối chợ mãi. Trong dân chúng chia ra hai phe, một là có Chánh kiến - có Đức tin - có Đạo tâm thì lên tiếng khiển tránh nhóm Tỳ kheo do Devadatta cầm đầu có ý phản bội Đức Thế Tôn và chia rẽ hội chúng, đố kỵ với đức độ của Ngài nên muốn chiếm quyền lãnh đạo. Hai là nhóm người dân có Tà kiến - không có Đức tin - không có Đạo tâm thì thấy lý luận của Devadatta thật sự có lý, rất thuyết phục và có đạo đức rồi họ cũng công kích ngược lại Đức Thế Tôn là thích sống xa hoa, thích sống thuận tiện, thích sống thanh sạch như giống lúc trong hoàng cung. Hai phe dân chúng cứ cãi nhau qua lại suốt ngày.\n\n- Chuyện được các Tỳ kheo trong tinh xá trình lên Đức Thế Tôn. Và Ngài gọi Devadatta và nhóm Tỳ kheo đến khiển trách nặng nề cảnh cáo: “Này kẻ rồ dại kia, vì sao ngươi lại cố tình chia rẽ Tăng chúng…”\n\nKIỂM SOÁT ÁI DỤC"
5404,"còn tui thì chỉ nhìn thấy 1 nhà tu hành bình thường, không có gì đáng ngưỡng mộ đang bị 1 đám ruồi bu xung quanh mong liếm láp được chút lợi ích và gây ảnh hưởng xấu đến xã hội"
5405,"ĐẠI HÙNG ĐẠI LỰC ĐỂ BẢO VỆ BẰNG ĐƯỢC CHÂN LÝ ĐỨC PHẬT ĐÃ TRUYỀN TRAO\n♥️Người đệ tử Phật phải huân tập phẩm chất Đại Hùng của Phật bằng cách phát tâm sẵn sàng chiến đấu chống lại các thế lực khủng bố hung ác hiểm độc để bảo vệ đất nước, bảo vệ chánh pháp.\nPhải nghiên cứu, học tập, rèn luyện, bàn bạc với nhau, đánh giá tình hình, đoán trước sự việc, tập tành lập kế hoạch, hình dung những khó khăn, dự phòng nhiều phương án... Các thế lực xấu rất bí hiểm, vẫn ngày đêm chống phá đất nước và đạo pháp, nên người đệ tử Phật không được mất cảnh giác.\nĐệ tử Phật phải vừa yêu đạo pháp vừa yêu đất nước, vừa là cư sĩ (hay tu sĩ) vừa là chiến sĩ, vừa giỏi lý luận vừa giỏi chiến đấu, vừa hiểu được điều phơi bày ra ngoài vừa biết được điều ẩn giấu phía sau.\nĐạo Phật từ lâu bị mất dần tín đồ ở các vùng trên thế giới chỉ vì người đệ tử Phật thiếu sức đại hùng này. Các thế lực khác tràn tới tấn công xua đuổi là Phật Giáo phải bỏ đi.\n***"
5406,Tác giả viết tuyệt!
5407,"Còn các bạn thấy gì hả,,,thấy Mr.Tân cũng hướng phật rồi,,,hết kích động ờ,,,phân tích tình hình tình huống có phải hay hơn ko,,giá trị hơn báo chí nhiều đấy"
5408,"Chúng mày yên tâm không phải sua,, chính quyền sẽ dẹp bọn ăn theo, còn lão tuệ cho lên núi mà tu"
5409,"Tân về NƯỚC mà đi tuyên chuyền như này , khéo phục được quốc ấy 😂"
5410,"An Ng đây chính là động lực ,tấm gương , chịu khó ,kiên trì cho đám vện già tập dượt diễu binh hàng năm vào 30-4 .phải nói lũ vện già nghị lực phi thường dù răng rụng ,đầu gối sắp long, dáng đi liêu xiêu như tai biến vẫn diễn những vở hài kịch thiên tài để mang lại tiếng cười cho đồng bào VN"
5411,"An Ng , đầu óc để cho thoáng và nhẹ nhàng sẽ tốt hơn là sân si và đố kỵ…"
5412,An Ng tuyên chuyền là nghĩa gì vậy bạn?..
5413,Hung Le bác k thấy nó chống phá nhà nước à ?? Bác cũng lớn tuổi rồi chắc bác biết nhỉ
5414,Khanh Ngoc Xu địt cụ lũ ngu dốt ăn hại chúng m làm được đéo gì cho đất nước
5415,Thach Tran đố kị con mẹ chúng mày cái lũ ăn hại chống phá nhà NƯỚC
5416,"An Ng , tôi nói câu gì, điều gì mà gọi là chống phá? Chính An Ng ăn nói không có văn hóa như trên mới là người làm xấu bộ mặt của dân tộc Việt mới chính là kẻ phản động, phản dân hại nước."
5417,"An Ng, là người Việt yêu tổ quốc,yêu đồng bào thì không thể là người ăn nói thiếu hiểu biết và thiếu văn hóa như thế."
5418,Thach Tran với cái loại chống phá ăn hại t không cần tôn trọng
5419,An Ng nhà nước nào?nhà nước đã đẩy người dân vào container lạnh đi vét cống xu người?trong số đó coi có cả nhóc nữa đấy .đừg nghĩ on đang nên mới được chui container lạnh nhé.
5420,"Hung Le bảo nó viết tiếng Hán đi bạn , tiếng Việt nó không rành , chán cho bọn con nít bị đầu độc"
5421,"Thach Tran mất công cất vó thì phải bắt đc nhiều , nấu nồi nước lớn càng nhiều càng hay . quan điểm của tôi rất mong Tân cùng đồng bọn và những thành phần phản động ,hại tổ quốc về VN chống phá , biểu tình để nhà nước tóm gọn , tiêu diệt 1 thể 😏 . mình nói đc phải làm đc phải không bạn .chứ cứ nói mà không làm đc thì người ta gọi là sủa dơ 🤣"
5422,"An Ng ,đừng ăn nói kiểu ngông cuồng như thế,chắc An Ng cũng thuộc hàng tuổi cháu của tôi thôi và sự tồn tại của An Ng có lẽ cũng nhờ sự hy sinh xương máu của tôi mà mới được tồn tại như bgiờ và tôi có nói câu thế nào mà gọi là chống phá? Đúng là đám DLV mới ăn nói thiếu văn hóa,thiếu hiểu biết như thế, ăn nói như thế là bôi nhoạ danh dự, uy tín của tổ chức."
5423,"Thức tỉnh lòng tham , săn , si , đố kỵ của con người."
5424,“ Hữu xạ tự nhiên hương “.
5425,TRANH CÃI VỚI KẺ NGU LÀM MÌNH NGU ĐI\nKHUYÊN KẺ U MÊ KHÁC GÌ LÀM HỌ MÊ MUỘI HƠN 🙏
5426,tân trốn ở đâu tuyên truyền đấy.về nước cầm cờ ra tuyên truyền có phải hay hơn k
5427,Hâm
5428,Tu ngay biêt su minh it sân si hon
5429,Hạnh đầu đà là bước đi đầu tiên để vào con đường trung đạo.
5430,Tao nghĩ đơn giản thôi . Rằng nếu chẳng may chúng mày bị cướp hết tiền thì nói mình là phật tử tìm đến mt để đi khất thực mn sẽ cho . Còn h cm đến văn phòng chính phủ bảo vệ nó đuổi ra ngoài . Xã hội đang loạn . Trong cái loạn ấy con ng khao khát có đc sự che chở của thần phật nên mt mới đc tôn cao lên
5431,hổng ấy tân cũng làm như thầy đi nhưng không phải đi bộ từ bắc vào nam mà là tân vượt biên quay về việt nam để được thoát việt nào tân ơi
5432,Ngọc Chênh nói quá chuẫn
5433,Dư luận chú ý quá nhiều đến minh tuệ mà quên đi việt nam có 2 ông vua đang vướng vào vòng lao lý .
5434,Thầy nào cg có stk
5435,Tam trạng đi thỉnh kinh mà yêu quyat Theo khoáy thầy giờ thấy cần có ngọ o
5436,Chả quan tâm
5437,Ai đó cho mình biết thằng chênh này là ai được không ?. Tay này liệu có phải bò đỏ 2 mang k mọi ng.
5438,🙏🙏🙏
5439,Kim Ngân
